transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,payment_method,customer_segment,city
2676,2022-01-25,20:52:00,148,Female,34.0,Beauty,5.0,515.8145949573972,141.44168347603195,2579.072974786986,Net Banking,Regular,Hyderabad
2677,2023-08-31,11:59:00,41,Female,52.0,Clothing,2.0,67.7407591588262,21.50844956941792,135.4815183176524,Net Banking,Regular,Delhi
2678,2022-12-21,13:11:00,77,Male,25.0,Clothing,3.0,290.078175723047,71.75568602323416,870.2345271691411,Net Banking,VIP,Bangalore
2679,2023-11-05,17:24:00,85,Female,42.0,Clothing,3.0,484.9961429959904,499.31511389987963,1454.9884289879712,Net Banking,Regular,Pune
2680,2023-12-16,17:46:00,110,Male,46.0,Beauty,4.0,500.782991014192,194.3895162058799,2003.131964056768,Cash,Regular,Bangalore
2681,2022-09-18,20:58:00,98,Male,37.0,Clothing,4.0,54.08929579827914,53.7035946072455,216.35718319311655,Cash,New,Mumbai
2682,2022-08-26,08:18:00,15,Male,24.0,Clothing,2.0,306.07564574973395,157.0797726660535,612.1512914994679,UPI,VIP,Mumbai
2683,2022-11-28,22:49:00,38,Female,56.0,Beauty,3.0,323.36401668795884,153.18510710861793,970.0920500638765,Cash,Regular,Bangalore
2684,2022-10-11,18:54:00,140,Female,22.0,Beauty,3.0,20.15218210247572,19.256882186300487,60.45654630742716,Debit Card,Regular,Hyderabad
2685,2022-11-19,21:44:00,109,Male,39.0,Clothing,4.0,32.779806495866076,33.627648334924125,131.1192259834643,Debit Card,New,Kolkata
2686,2022-12-21,18:09:00,69,Female,55.0,Clothing,2.0,19.565924870244533,6.227376386064635,39.131849740489066,Cash,New,Chennai
2687,2022-06-17,22:30:00,52,Male,46.0,Beauty,1.0,499.4750389259559,242.69627740116618,499.4750389259559,Credit Card,New,Hyderabad
2688,2023-11-30,18:10:00,20,Female,46.0,Clothing,2.0,302.34595478838014,91.22897660934629,604.6919095767603,Net Banking,New,Kolkata
2689,2022-11-17,11:21:00,115,Female,47.0,Electronics,1.0,26.898054789907455,10.99020928806939,26.898054789907455,Cash,New,Hyderabad
2690,2023-10-14,17:52:00,73,Male,21.0,Clothing,4.0,14.370143227143439,28.581360294887574,57.480572908573755,Credit Card,New,Chennai
2691,2022-12-04,21:29:00,155,Male,50.0,Clothing,3.0,66.0332427630312,15.619733365700354,198.0997282890936,Net Banking,Regular,Kolkata
2692,2022-11-08,12:40:00,102,Female,31.0,Electronics,2.0,50.56954172427059,12.674542308414454,101.13908344854119,Debit Card,VIP,Pune
2693,2022-06-23,17:02:00,7,Male,39.0,Beauty,3.0,13.376386968554531,15.570672407800922,40.129160905663596,Cash,New,Mumbai
2694,2023-03-05,06:14:00,76,Male,35.0,Clothing,4.0,72.53075527812126,29.312034019996926,290.12302111248505,Cash,VIP,Delhi
2695,2023-12-01,09:22:00,35,Male,50.0,Clothing,2.0,490.09917619456417,162.15784434520876,980.1983523891283,Cash,New,Delhi
2696,2022-11-06,19:21:00,64,Female,37.0,Clothing,3.0,26.255674074881068,26.90911156501808,78.7670222246432,Debit Card,Regular,Chennai
2697,2022-01-24,19:39:00,2,Male,36.0,Electronics,2.0,487.66278270713985,166.26164324781126,975.3255654142797,Net Banking,New,Kolkata
2698,2022-12-15,09:06:00,146,Male,25.0,Electronics,2.0,292.88307470644565,77.41113424428191,585.7661494128913,Net Banking,Regular,Ahmedabad
2699,2022-04-21,22:55:00,116,Male,52.0,Clothing,2.0,495.2867902975583,169.59762901363996,990.5735805951166,Credit Card,VIP,Pune
2700,2023-07-28,11:54:00,26,Male,62.0,Clothing,3.0,51.30403755126362,14.751163258648555,153.91211265379087,UPI,VIP,Pune
2701,2022-01-30,17:20:00,56,Male,40.0,Beauty,5.0,44.72648445647569,15.364816606795202,223.63242228237846,Net Banking,Regular,Chennai
2702,2022-10-27,07:42:00,52,Female,46.0,Electronics,4.0,18.14537895379044,0.2148107282717513,72.58151581516177,UPI,Regular,Chennai
2703,2023-03-23,18:35:00,59,Female,35.0,Electronics,3.0,30.69348811658098,6.71375629272722,92.08046434974294,Net Banking,VIP,Hyderabad
2704,2022-07-24,22:40:00,152,Male,19.0,Electronics,1.0,486.0613620480834,181.00890419057478,486.0613620480834,Cash,Regular,Pune
2705,2023-06-01,21:55:00,130,Female,30.0,Electronics,1.0,25.846704993063792,12.012552000241337,25.846704993063792,Debit Card,VIP,Kolkata
2706,2022-04-08,20:32:00,90,Male,60.0,Beauty,3.0,288.27091462812615,87.52213070075683,864.8127438843785,UPI,New,Delhi
2707,2023-10-12,18:32:00,4,Female,34.0,Beauty,2.0,295.91351561189947,131.58028855560443,591.8270312237989,Cash,VIP,Kolkata
2708,2023-10-18,17:54:00,5,Male,39.0,Electronics,3.0,25.631510122824977,18.09822428134155,76.89453036847493,Cash,VIP,Hyderabad
2709,2023-09-15,20:53:00,4,Male,63.0,Clothing,3.0,57.941348739271206,21.596940929242372,173.82404621781362,Cash,VIP,Pune
2710,2023-11-25,22:14:00,35,Male,24.0,Electronics,1.0,296.86669767050336,326.45787833215326,296.86669767050336,Cash,New,Delhi
2711,2022-11-25,19:19:00,97,Female,44.0,Clothing,1.0,36.583340407048325,8.586782295834903,36.583340407048325,Cash,New,Mumbai
2712,2023-09-09,20:29:00,107,Male,51.0,Electronics,3.0,33.01354881167673,19.870892198880018,99.04064643503018,Cash,Regular,Hyderabad
2713,2023-09-21,17:41:00,99,Male,52.0,Clothing,2.0,504.80558093137375,183.61268575838935,1009.6111618627475,Credit Card,Regular,Pune
2714,2022-12-01,19:15:00,61,Male,29.0,Beauty,5.0,29.273844524510345,28.71674572609966,146.36922262255172,Credit Card,New,Pune
2715,2023-10-15,19:34:00,134,Female,58.0,Electronics,3.0,19.871963172965252,5.511741533562422,59.615889518895756,Credit Card,Regular,Ahmedabad
2716,2023-05-26,18:18:00,2,Female,31.0,Clothing,4.0,304.79077332023536,123.88933441230044,1219.1630932809414,Debit Card,New,Kolkata
2717,2022-12-24,19:08:00,81,Female,46.0,Clothing,2.0,315.4306321905444,297.1638660541206,630.8612643810887,Debit Card,New,Mumbai
2718,2023-09-25,20:18:00,140,Female,44.0,Beauty,4.0,48.72984853132963,50.57520309736159,194.91939412531852,Credit Card,Regular,Hyderabad
2719,2023-09-05,21:03:00,87,Female,49.0,Electronics,3.0,296.6982431414403,325.7472817462793,890.0947294243208,UPI,Regular,Mumbai
2720,2022-11-07,22:44:00,72,Male,37.0,Beauty,2.0,24.060037603206226,28.497046697852372,48.12007520641245,Credit Card,New,Hyderabad
2721,2022-03-29,08:41:00,37,Male,62.0,Beauty,2.0,56.93869521749672,14.470573254587975,113.87739043499344,Credit Card,New,Bangalore
2722,2022-04-08,20:32:00,90,Male,60.0,Beauty,1.0,303.5028276711459,74.91464591340065,303.5028276711459,Debit Card,VIP,Hyderabad
2723,2023-10-09,18:10:00,56,Male,48.0,Electronics,4.0,36.305287961167735,27.31393848319444,145.22115184467094,Credit Card,New,Ahmedabad
2724,2022-09-12,21:09:00,70,Female,40.0,Electronics,1.0,496.4133510497741,600.2591426489164,496.4133510497741,Net Banking,VIP,Kolkata
2725,2022-12-22,17:11:00,94,Male,39.0,Clothing,4.0,514.557486918818,179.43760520999894,2058.229947675272,Cash,New,Kolkata
2726,2022-07-11,07:33:00,59,Female,48.0,Beauty,1.0,517.1214318809176,280.6764139500365,517.1214318809176,Cash,Regular,Chennai
2727,2022-04-29,06:18:00,135,Female,60.0,Clothing,4.0,38.76147759895502,4.215585760324204,155.04591039582007,Debit Card,New,Bangalore
2728,2023-05-14,20:52:00,147,Male,63.0,Clothing,1.0,32.762927860898834,19.074247331055567,32.762927860898834,Debit Card,New,Mumbai
2729,2023-04-17,21:34:00,5,Female,48.0,Beauty,2.0,11.045637211959324,11.235231829534928,22.091274423918648,Cash,Regular,Hyderabad
2730,2023-07-19,18:10:00,26,Female,43.0,Clothing,1.0,29.66583858569974,17.481807075019344,29.66583858569974,Credit Card,Regular,Pune
2731,2022-10-09,22:34:00,51,Female,49.0,Electronics,2.0,291.47301582242824,344.2437965916677,582.9460316448565,Debit Card,New,Ahmedabad
2732,2022-11-11,22:27:00,130,Female,27.0,Clothing,5.0,490.7237939453002,562.7364785548875,2453.618969726501,Net Banking,VIP,Mumbai
2733,2022-12-22,16:17:00,79,Female,47.0,Electronics,3.0,298.05995229204984,85.86656023532673,894.1798568761495,Net Banking,VIP,Pune
2734,2022-10-14,06:11:00,120,Female,61.0,Beauty,5.0,12.725772957250323,13.55210172768288,63.62886478625161,UPI,Regular,Hyderabad
2735,2023-09-13,18:30:00,107,Male,57.0,Electronics,4.0,42.13175090851655,51.83052540085495,168.5270036340662,Debit Card,New,Pune
2736,2023-09-22,20:33:00,113,Male,24.0,Electronics,3.0,487.2912392018714,568.8381131381242,1461.8737176056143,Credit Card,VIP,Mumbai
2737,2022-11-02,21:47:00,145,Female,61.0,Beauty,1.0,303.351281827378,315.71679070460993,303.351281827378,Net Banking,Regular,Ahmedabad
2738,2022-10-24,22:55:00,81,Female,52.0,Clothing,4.0,45.80733822496613,63.453791549712705,183.22935289986452,Debit Card,VIP,Ahmedabad
2739,2023-12-28,18:39:00,3,Male,47.0,Beauty,2.0,18.57135745997513,11.330057159510787,37.14271491995026,Credit Card,Regular,Hyderabad
2740,2022-01-12,11:04:00,121,Male,23.0,Beauty,1.0,42.90706847511331,14.658960881081603,42.90706847511331,Net Banking,VIP,Kolkata
2741,2023-06-23,17:10:00,5,Female,50.0,Clothing,2.0,489.07473775937734,143.45878010032186,978.1494755187547,Debit Card,New,Pune
2742,2023-07-10,22:13:00,80,Male,65.0,Electronics,2.0,496.1372746446039,198.45840590391404,992.2745492892078,UPI,New,Hyderabad
2743,2022-04-14,10:38:00,49,Male,49.0,Clothing,3.0,34.86212706975472,15.481893959630952,104.58638120926416,Net Banking,VIP,Kolkata
2744,2023-05-23,21:21:00,75,Male,47.0,Electronics,1.0,45.81374019496198,14.570430703386311,45.81374019496198,Debit Card,VIP,Chennai
2745,2023-09-29,21:21:00,9,Female,43.0,Clothing,4.0,52.1933280626586,45.61907892733619,208.7733122506344,Cash,New,Pune
2746,2023-10-01,06:27:00,96,Male,58.0,Beauty,1.0,297.87264207330077,116.24784712036221,297.87264207330077,Debit Card,Regular,Mumbai
2747,2022-12-16,15:58:00,70,Female,27.0,Electronics,1.0,10.215976364581214,8.608149495675796,10.215976364581214,Cash,New,Ahmedabad
2748,2022-12-12,20:03:00,93,Male,20.0,Clothing,3.0,55.01943289469222,30.055883292096674,165.05829868407668,Net Banking,New,Hyderabad
2749,2023-08-08,20:15:00,2,Male,63.0,Electronics,5.0,505.9738019145707,231.04083216096944,2529.8690095728534,Cash,VIP,Pune
2750,2022-09-03,13:55:00,59,Female,29.0,Beauty,2.0,514.8385477629585,149.85554554805722,1029.677095525917,UPI,VIP,Mumbai
2751,2023-12-01,06:35:00,2,Female,58.0,Beauty,3.0,15.779626494492913,8.775962291865238,47.338879483478735,Credit Card,New,Hyderabad
2752,2022-11-12,13:06:00,61,Female,37.0,Electronics,4.0,41.5949931402901,13.145675586938216,166.3799725611604,Cash,New,Pune
2753,2023-04-07,20:53:00,1,Female,47.0,Beauty,3.0,477.4101865070002,236.22823468041238,1432.2305595210007,Net Banking,New,Kolkata
2754,2023-09-13,20:22:00,97,Female,18.0,Electronics,2.0,501.1269445755955,187.43950596106328,1002.253889151191,Cash,Regular,Chennai
2755,2022-11-24,12:12:00,80,Male,57.0,Clothing,3.0,292.0717185084963,124.82232554136328,876.2151555254889,Net Banking,VIP,Kolkata
2756,2023-09-11,22:40:00,141,Female,60.0,Clothing,4.0,31.968212327671385,32.298484649949586,127.87284931068554,Debit Card,New,Chennai
2757,2022-09-12,18:26:00,66,Female,18.0,Electronics,1.0,28.540934840217492,20.701921566497717,28.540934840217492,Cash,Regular,Bangalore
2758,2023-12-11,11:25:00,4,Male,38.0,Electronics,4.0,297.08625898214405,158.33144689629552,1188.3450359285762,Credit Card,New,Delhi
2759,2023-12-05,12:56:00,68,Female,34.0,Electronics,1.0,61.17245569974611,25.924227367922185,61.17245569974611,UPI,Regular,Pune
2760,2022-05-04,10:52:00,120,Female,65.0,Clothing,4.0,41.78082402667481,27.807566355801402,167.12329610669923,Debit Card,New,Delhi
2761,2023-11-06,17:26:00,87,Female,34.0,Beauty,3.0,513.6562827301403,271.65632829976636,1540.9688481904209,Net Banking,VIP,Hyderabad
2762,2022-09-26,18:39:00,41,Male,64.0,Beauty,3.0,30.53819143026396,33.13131635020039,91.61457429079188,Net Banking,VIP,Mumbai
2763,2022-02-20,09:08:00,70,Female,23.0,Clothing,2.0,10.660946010624773,15.479908650759468,21.321892021249546,Debit Card,New,Bangalore
2764,2022-11-11,22:54:00,32,Female,25.0,Electronics,3.0,38.350227243135095,5.20510691725554,115.05068172940528,Credit Card,Regular,Chennai
2765,2023-09-19,22:31:00,114,Female,64.0,Beauty,1.0,31.297498810413323,15.079719935197394,31.297498810413323,UPI,New,Bangalore
2766,2022-12-31,11:14:00,62,Female,20.0,Clothing,3.0,307.59231567531106,96.01937414519365,922.7769470259332,Net Banking,VIP,Bangalore
2767,2022-09-07,09:21:00,134,Female,48.0,Electronics,2.0,28.131820318776867,12.914058210457096,56.263640637553735,Credit Card,VIP,Kolkata
2768,2022-12-31,10:21:00,106,Female,28.0,Beauty,4.0,60.04291300156818,27.22479806283396,240.17165200627272,Credit Card,New,Delhi
2769,2022-05-06,21:46:00,42,Male,48.0,Clothing,3.0,28.93992472465817,17.149222521995803,86.81977417397451,Net Banking,Regular,Mumbai
2770,2022-10-21,18:12:00,51,Male,22.0,Beauty,1.0,38.71430251322526,11.637289837677756,38.71430251322526,UPI,Regular,Hyderabad
2771,2023-02-23,08:28:00,4,Male,60.0,Beauty,1.0,33.334897269043395,10.098521953152481,33.334897269043395,Cash,VIP,Bangalore
2772,2022-09-24,18:29:00,66,Male,24.0,Electronics,1.0,40.996858046277254,12.040006174706328,40.996858046277254,UPI,New,Kolkata
2773,2023-11-09,20:38:00,119,Female,46.0,Electronics,4.0,34.478051582400155,4.654477425255887,137.91220632960062,Cash,Regular,Hyderabad
2774,2022-10-17,17:55:00,79,Female,24.0,Clothing,3.0,324.7060284136859,329.98939896354153,974.1180852410577,Cash,New,Bangalore
2775,2022-05-11,11:31:00,50,Male,37.0,Beauty,4.0,491.7376162529165,142.94054975935936,1966.950465011666,Debit Card,Regular,Hyderabad
2776,2022-10-10,19:25:00,68,Male,62.0,Electronics,4.0,497.0383481824692,537.7726676928427,1988.1533927298767,UPI,VIP,Pune
2777,2022-04-29,07:13:00,9,Male,35.0,Beauty,4.0,513.9993515551672,197.5748961074371,2055.997406220669,UPI,VIP,Pune
2778,2023-10-13,21:59:00,114,Female,42.0,Electronics,2.0,35.01714815663909,17.274568556326464,70.03429631327818,Net Banking,Regular,Ahmedabad
2779,2023-01-01,11:05:00,6,Female,28.0,Beauty,1.0,29.39941224651042,3.7253956710610847,29.39941224651042,Debit Card,VIP,Chennai
2780,2023-04-05,21:15:00,139,Female,49.0,Clothing,4.0,29.79326150394212,27.427243305174198,119.17304601576848,Credit Card,New,Delhi
2781,2022-04-10,10:01:00,112,Male,60.0,Clothing,1.0,493.6521650965367,128.64830611334665,493.6521650965367,Credit Card,New,Ahmedabad
2782,2022-06-16,11:58:00,120,Male,41.0,Electronics,4.0,500.7853472542882,213.2533529522639,2003.1413890171527,UPI,Regular,Chennai
2783,2022-11-27,15:57:00,56,Male,55.0,Electronics,1.0,62.20999295063709,18.332956645442,62.20999295063709,Credit Card,New,Bangalore
2784,2022-12-18,06:12:00,144,Female,41.0,Beauty,1.0,45.419597780481915,6.506194012931686,45.419597780481915,Net Banking,New,Mumbai
2785,2023-10-08,22:50:00,116,Female,32.0,Electronics,5.0,43.801707951285636,9.48084566415174,219.00853975642818,Credit Card,VIP,Ahmedabad
2786,2022-11-27,21:45:00,84,Male,24.0,Clothing,5.0,61.84793110764406,7.901502483561702,309.2396555382203,Debit Card,New,Pune
2787,2023-10-19,19:52:00,2,Male,20.0,Electronics,2.0,65.13343442431314,27.01305894600833,130.26686884862627,Debit Card,Regular,Chennai
2788,2022-08-05,10:46:00,63,Female,36.0,Electronics,3.0,26.555271633961148,0.0,79.66581490188344,Credit Card,VIP,Delhi
2789,2022-11-19,20:44:00,107,Male,56.0,Clothing,2.0,492.22177335428637,134.08973725324913,984.4435467085727,Net Banking,VIP,Delhi
2790,2022-01-08,17:27:00,51,Female,44.0,Beauty,1.0,27.977985714558816,26.471511664586437,27.977985714558816,Net Banking,New,Kolkata
2791,2023-12-14,21:58:00,4,Female,54.0,Clothing,4.0,23.932734782002843,7.833444245224931,95.73093912801137,Cash,Regular,Delhi
2792,2023-12-13,18:28:00,105,Female,46.0,Beauty,4.0,28.523371628734765,11.57440202268479,114.09348651493906,Debit Card,New,Hyderabad
2793,2022-04-05,11:56:00,26,Male,26.0,Clothing,3.0,40.96208873816797,13.458527706942288,122.8862662145039,UPI,Regular,Pune
2794,2023-05-17,19:13:00,35,Female,18.0,Electronics,2.0,47.50118323852029,27.193480777145062,95.00236647704058,Debit Card,Regular,Pune
2795,2022-12-12,10:48:00,5,Female,40.0,Clothing,4.0,304.3626705259808,79.31230689635312,1217.450682103923,Net Banking,VIP,Bangalore
2796,2022-09-12,11:54:00,115,Male,53.0,Clothing,4.0,48.88003949370449,23.44668161034435,195.52015797481795,Cash,Regular,Delhi
2797,2022-09-03,13:09:00,81,Female,53.0,Beauty,3.0,286.2802488960544,129.88202072560122,858.8407466881631,Debit Card,VIP,Kolkata
2798,2022-01-05,10:51:00,143,Male,57.0,Beauty,3.0,47.590495377783334,26.236727591785716,142.77148613335,Credit Card,Regular,Chennai
2799,2022-10-14,20:10:00,109,Female,51.0,Clothing,2.0,281.00485706505634,135.23962290058483,562.0097141301127,Cash,VIP,Kolkata
2800,2023-11-11,21:02:00,130,Female,22.0,Electronics,5.0,282.1517734197058,97.07838606955346,1410.7588670985292,Debit Card,VIP,Chennai
2801,2023-12-25,17:30:00,113,Female,33.0,Beauty,4.0,45.30784588031789,22.004650911316475,181.23138352127157,Net Banking,VIP,Hyderabad
2802,2022-10-05,22:26:00,63,Female,28.0,Electronics,3.0,29.481042552632946,37.02001562054717,88.44312765789884,Debit Card,New,Delhi
2803,2022-04-18,20:17:00,95,Female,39.0,Clothing,3.0,28.352728533899985,11.825257782417301,85.05818560169996,Net Banking,Regular,Kolkata
2804,2023-05-04,21:40:00,1,Female,52.0,Clothing,5.0,28.08704068008092,10.39707124603999,140.43520340040462,Net Banking,Regular,Ahmedabad
2805,2023-07-29,06:39:00,93,Female,34.0,Clothing,3.0,293.33055953409735,68.36949416164856,879.991678602292,Debit Card,Regular,Ahmedabad
2806,2023-06-21,19:27:00,27,Male,62.0,Beauty,3.0,40.93947846491034,4.768218292847006,122.81843539473101,Credit Card,VIP,Ahmedabad
2807,2022-12-24,12:41:00,56,Female,50.0,Electronics,5.0,302.4657156127981,162.3315802932009,1512.3285780639903,Credit Card,VIP,Bangalore
2808,2022-05-18,10:18:00,6,Female,21.0,Beauty,1.0,33.90010058437785,14.416984271514982,33.90010058437785,UPI,VIP,Chennai
2809,2022-10-20,10:17:00,142,Female,38.0,Electronics,3.0,493.3096470650059,195.01322313826503,1479.9289411950176,Net Banking,Regular,Chennai
2810,2022-05-16,06:36:00,143,Female,52.0,Electronics,3.0,503.5936424099703,125.76585457352755,1510.780927229911,Cash,Regular,Ahmedabad
2811,2022-07-16,19:38:00,111,Male,23.0,Electronics,3.0,488.87903468353454,197.87371992492075,1466.6371040506037,Debit Card,New,Delhi
2812,2023-11-13,06:56:00,89,Female,34.0,Clothing,5.0,304.35333640935283,149.07852772900858,1521.7666820467641,Credit Card,Regular,Ahmedabad
2813,2023-12-14,21:22:00,56,Female,63.0,Clothing,3.0,43.789018066972716,34.92951544066781,131.36705420091815,Cash,Regular,Pune
2814,2023-02-22,22:06:00,40,Male,50.0,Beauty,4.0,307.3481734005537,148.99600301659876,1229.3926936022149,Net Banking,New,Hyderabad
2815,2023-01-20,18:15:00,136,Male,42.0,Electronics,1.0,36.4573868336889,4.550873906544172,36.4573868336889,UPI,Regular,Delhi
2816,2023-11-11,21:02:00,130,Female,20.0,Electronics,5.0,290.84882732873467,98.30368026753935,1454.2441366436733,Debit Card,New,Chennai
2817,2023-07-18,19:23:00,117,Female,41.0,Electronics,1.0,21.01259297646083,21.047548105888296,21.01259297646083,Credit Card,Regular,Kolkata
2818,2023-09-16,22:02:00,6,Female,53.0,Electronics,1.0,27.03697444398967,30.503299667884075,27.03697444398967,Cash,New,Pune
2819,2023-04-15,09:45:00,5,Female,35.0,Electronics,4.0,495.7337614461323,132.43877317794775,1982.9350457845292,Debit Card,Regular,Pune
2820,2023-09-30,21:20:00,1,Male,46.0,Electronics,1.0,295.426555109509,153.77246902698244,295.426555109509,UPI,Regular,Bangalore
2821,2023-01-29,18:21:00,4,Female,62.0,Beauty,1.0,24.698947476780315,5.878847385499087,24.698947476780315,Net Banking,Regular,Bangalore
2822,2023-10-26,17:47:00,108,Female,40.0,Clothing,1.0,27.68300432871419,32.747098215680175,27.68300432871419,Debit Card,Regular,Chennai
2823,2022-01-27,06:07:00,43,Male,33.0,Clothing,2.0,59.89544087300682,18.762900266436162,119.79088174601364,Credit Card,Regular,Hyderabad
2824,2022-09-26,18:39:00,41,Male,63.0,Beauty,3.0,4.3777234543521715,36.46239567622985,13.133170363056514,Net Banking,Regular,Mumbai
2825,2023-01-20,17:06:00,5,Male,29.0,Clothing,5.0,47.57970120196097,16.31053451365335,237.89850600980486,Cash,New,Pune
2826,2022-10-29,13:32:00,85,Female,48.0,Electronics,3.0,18.38870000019438,9.868288534440618,55.16610000058314,Credit Card,New,Delhi
2827,2022-12-21,18:09:00,69,Female,55.0,Clothing,2.0,23.30884363827057,15.9367975225229,46.61768727654114,UPI,VIP,Mumbai
2828,2022-10-03,18:17:00,56,Female,65.0,Clothing,1.0,30.209116351413677,10.40994881282337,30.209116351413677,Net Banking,Regular,Hyderabad
2829,2023-08-04,22:12:00,24,Female,41.0,Electronics,2.0,37.27221526994204,12.74827422896259,74.54443053988408,UPI,New,Pune
2830,2023-04-14,07:12:00,4,Female,23.0,Clothing,3.0,491.58320510575817,144.49314291934778,1474.7496153172744,Cash,New,Hyderabad
2831,2023-07-22,18:19:00,3,Male,65.0,Clothing,4.0,24.827372400724066,12.478900266552461,99.30948960289626,Cash,New,Pune
2832,2022-12-30,19:35:00,89,Female,41.0,Beauty,5.0,32.38581102303171,7.6558514099033115,161.92905511515852,Credit Card,Regular,Bangalore
2833,2022-11-19,17:53:00,84,Female,34.0,Beauty,2.0,16.508620616629432,12.821824131230127,33.017241233258865,Cash,Regular,Chennai
2834,2022-12-25,06:24:00,67,Female,44.0,Electronics,2.0,511.6196606356983,240.6892262713514,1023.2393212713966,UPI,VIP,Bangalore
2835,2023-12-29,21:15:00,137,Male,42.0,Clothing,2.0,38.84218199653051,28.173683644600874,77.68436399306103,Debit Card,Regular,Pune
2836,2023-10-12,18:13:00,105,Male,22.0,Clothing,2.0,512.082860573455,218.79554018722615,1024.16572114691,UPI,New,Hyderabad
2837,2022-09-30,15:46:00,99,Male,52.0,Electronics,2.0,52.47614073126472,11.188859008921792,104.95228146252944,Cash,Regular,Chennai
2838,2023-01-16,22:27:00,64,Male,64.0,Electronics,5.0,28.089340506796233,7.073886314289333,140.44670253398118,Cash,Regular,Ahmedabad
2839,2022-12-23,21:03:00,91,Female,34.0,Beauty,4.0,30.22352166640289,10.0994996417982,120.89408666561155,Debit Card,VIP,Mumbai
2840,2023-10-15,21:10:00,108,Female,50.0,Beauty,2.0,283.2165423857895,359.21920372620883,566.433084771579,Credit Card,VIP,Kolkata
2841,2023-06-09,10:09:00,15,Male,46.0,Clothing,3.0,29.432086077906234,12.175991805081596,88.2962582337187,Cash,New,Kolkata
2842,2022-02-08,19:34:00,21,Male,41.0,Electronics,1.0,35.90915171294982,14.047476211458342,35.90915171294982,Net Banking,Regular,Delhi
2843,2022-06-23,09:01:00,70,Male,22.0,Electronics,4.0,294.2239962810746,81.66521438648391,1176.8959851242985,UPI,Regular,Kolkata
2844,2022-03-16,18:05:00,142,Male,19.0,Clothing,4.0,488.15408149521437,264.209338746306,1952.6163259808575,UPI,Regular,Pune
2845,2023-09-10,17:53:00,3,Female,50.0,Electronics,1.0,36.8824461756985,9.209052601415394,36.8824461756985,Cash,New,Pune
2846,2023-04-17,18:08:00,36,Female,62.0,Electronics,2.0,305.8478124768214,157.68647036197282,611.6956249536428,Net Banking,VIP,Delhi
2847,2023-01-10,08:42:00,2,Female,20.0,Electronics,3.0,314.16688356255986,151.33683260120617,942.5006506876796,UPI,New,Mumbai
2848,2022-12-28,22:23:00,51,Female,18.0,Beauty,5.0,44.24850625567066,64.37094716301293,221.2425312783533,UPI,New,Kolkata
2849,2022-09-17,07:38:00,129,Female,39.0,Beauty,1.0,492.1817643546475,162.52112447343103,492.1817643546475,Debit Card,New,Pune
2850,2022-12-27,22:14:00,95,Female,35.0,Electronics,2.0,521.4937770013488,517.6453270029565,1042.9875540026976,Cash,Regular,Hyderabad
2851,2022-10-11,19:47:00,18,Female,52.0,Electronics,1.0,11.344944685035486,30.353219611909175,11.344944685035486,Credit Card,New,Ahmedabad
2852,2022-09-03,21:11:00,71,Female,27.0,Electronics,2.0,503.76955268933614,491.1279397155453,1007.5391053786723,Net Banking,New,Hyderabad
2853,2023-09-22,17:32:00,25,Male,30.0,Clothing,1.0,54.2718866062839,48.99467621953339,54.2718866062839,Net Banking,Regular,Chennai
2854,2023-09-30,21:20:00,1,Male,47.0,Electronics,3.0,313.45763181688426,148.07627299836687,940.3728954506528,Credit Card,VIP,Pune
2855,2022-03-29,08:41:00,37,Male,60.0,Beauty,3.0,40.444476170479874,23.576033022407096,121.33342851143962,UPI,VIP,Delhi
2856,2023-08-01,19:47:00,4,Female,63.0,Beauty,4.0,50.712518919888446,22.276594671253996,202.85007567955378,UPI,VIP,Pune
2857,2023-09-02,18:17:00,78,Male,40.0,Electronics,2.0,45.54389234763262,33.385875036518605,91.08778469526524,Credit Card,New,Delhi
2858,2022-04-08,20:32:00,90,Male,58.0,Beauty,2.0,304.4659562594359,86.61391677415136,608.9319125188719,Debit Card,Regular,Hyderabad
2859,2022-09-12,14:02:00,54,Male,43.0,Beauty,2.0,493.5033920404099,235.74287346645872,987.0067840808198,Debit Card,New,Pune
2860,2022-11-08,17:50:00,54,Female,21.0,Electronics,3.0,288.1076273392203,78.9289147779148,864.322882017661,Debit Card,New,Pune
2861,2023-12-20,21:34:00,114,Male,53.0,Electronics,5.0,16.34254820857655,13.586240755788703,81.71274104288274,Credit Card,VIP,Chennai
2862,2023-12-08,21:57:00,112,Female,55.0,Beauty,2.0,50.46807643563907,56.48806866766837,100.93615287127814,Debit Card,New,Mumbai
2863,2023-02-25,17:04:00,3,Male,50.0,Electronics,1.0,41.60539603523968,18.053877989009425,41.60539603523968,Credit Card,Regular,Pune
2864,2022-08-16,08:33:00,28,Male,28.0,Electronics,4.0,33.318796047087766,11.556823068641428,133.27518418835106,Cash,New,Bangalore
2865,2022-01-21,11:38:00,141,Female,45.0,Electronics,2.0,305.88435980433917,123.94775001421921,611.7687196086783,Credit Card,VIP,Ahmedabad
2866,2023-05-17,20:30:00,147,Female,21.0,Beauty,1.0,46.980099232657,13.54781566358434,46.980099232657,UPI,Regular,Pune
2867,2023-07-18,19:23:00,117,Female,41.0,Electronics,1.0,41.98383647629218,17.89651455359475,41.98383647629218,Net Banking,VIP,Hyderabad
